dream_id,pred_AP,gt_AP,f1_AP,precision_AP,recall_AP,pred_HA,gt_HA,f1_HA,precision_HA,recall_HA,pred_AN,gt_AN,f1_AN,precision_AN,recall_AN,pred_CO,gt_CO,f1_CO,precision_CO,recall_CO,pred_SD,gt_SD,f1_SD,precision_SD,recall_SD,mean_f1,f1_overall,precision_overall,recall_overall,reasoning,dream_report
norms-f_0061,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (terribly afraid of the man)"": ""The dreamer explicitly states 'I was terribly afraid of him' — a clear apprehension/fear label experienced within the dream."", ""NOT CODED — 'was very much afraid' upon waking"": ""This fear is described after waking up ('I woke up after the dream and was very much afraid') — emotions experienced upon waking are not coded."", ""NOT CODED — hiding behind a chair"": ""This is a behavioral action (hiding), not a stated emotion. The fear is already captured by the explicit 'terribly afraid' statement."", ""NOT CODED — heart beating quickly"": ""This is a physical sensation described after waking, not an explicitly labeled emotion within the dream.""}","I dreamed that a man continually would come to my dormitory, ring the doorbell and while he waited at the door, I would hide in the living room behind a chair until I would see him leave. I seemed to be aware of the fact that I was terribly afraid of him, although I had never seen him before and he "
norms-f_0062,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (afraid of having a fever)"": ""The dreamer explicitly states 'I was afraid that I really had a fever' — direct apprehension language."", ""NOT CODED — mercury running around the room"": ""This is a surreal event with no stated emotional reaction from the dreamer. No surprise, confusion, or fear word is used in response.""}","I dreamed that somebody was taking my temperature. I was afraid that I really had a fever, so I didn't want the person to come near me with the thermometer. Someone had said not to touch the thermometer on a certain point - otherwise the mercury would all run out in a steady stream. I must have touc"
norms-f_0063,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — asking friend what happened"": ""The dreamer asks a question about the bandage, but no emotional word (e.g., worried, concerned) is used. This is a verbal activity, not a stated emotion."", ""NOT CODED — friend's broken wrist"": ""No emotional state is attributed to the friend. He simply explains what happened. Do not infer pain or distress without explicit emotional language.""}","I dreamed that Dean Dolan was explaining the construction of some English sentences to me. I had them all correct except one which she switched around to make it the right construction. Then we walked out of the classroom since she a class and so did I. As we came out into the hall, I saw a friend o"
norms-f_0064,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — girl asking questions to trip dreamer"": ""The girl's behavior (asking probing questions) suggests possible suspicion or intent to catch the dreamer in a lie, but no emotional word is used to describe anyone's feelings. Actions and intentions are not emotions."", ""NOT CODED — dreamer's situation of being questioned"": ""The dreamer describes the situation but never states feeling nervous, embarrassed, afraid, or any other emotion. No explicit emotional language is present.""}","I dreamed that I was sitting at a table with a girl in my dormitory, her boyfriend and either 2 or 3 other people whom I don't recall. Anyhow, the girl was asking me all sorts of questions about a dance I was supposed to have attended last week, but to which I never went. I had signed out for this d"
norms-f_0065,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D SD (hurt that he didn't ask her name)"": ""The dreamer explicitly states 'I was hurt that he didn't ask me what my name was' — 'hurt' in this context expresses disappointment/unhappiness, which falls under sadness (SD)."", ""NOT CODED — couldn't understand his name"": ""The dreamer says 'I couldn't understand it' referring to the long name, but this is a perceptual/practical difficulty (not being able to make out the name), not an explicit statement of the dreamer feeling puzzled or bewildered as an emotional state. It does not meet the threshold for CO."", ""NOT CODED — admiring my ring"": ""The naval lieutenant admired the ring, but admiration here is a social compliment/act, not one of the five coded emotion types."", ""NOT CODED — boy pinned to another girl"": ""No emotional reaction is explicitly stated by the dreamer upon hearing this news.""}",The dream began when a friend of mine came and told me that a boy whom I had dated a few times and whom I haven't seen for several weeks was pinned to another girl who was supposed to live next door to my dorm. (The only person living there is an old woman and a few servants.) Then the dream shifted
norms-f_0066,[],[],1.0,1.0,1.0,"[""D""]",[],0.0,0.0,0.0,[],"[""D""]",0.0,0.0,0.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,0.6,0.5,0.5,0.5,"{""D HA (got so excited)"": ""The dreamer explicitly says 'I got so excited' — excitement is coded as Happiness in H/VdC."", ""NOT CODED — Nancy laughing"": ""Laughing is a behavior, not an explicitly stated emotion. The dreamer says 'I think Nancy was laughing' and that the actions seemed 'amusing' to her, but no explicit emotional label (e.g., 'she was happy' or 'she was amused') is directly attributed to Nancy as an inner state. 'Amusing' describes how the actions appeared, not a stated emotion."", ""NOT CODED — 'pretend I was disturbed'"": ""The dreamer says 'I don't know whether my feelings were of wanting to hurt her or just to pretend I was disturbed.' The word 'pretend' indicates the dreamer is uncertain whether the disturbance was genuine. This ambiguity and the hypothetical framing means no definite emotion is stated."", ""NOT CODED — sarcastic hum torments me"": ""The dreamer says the hum 'in real life torments me to some extent' — this is a waking-life description, not an emotion experienced within the dream itself."", ""NOT CODED — Nancy resisting strenuously"": ""Physical resistance is a behavior/activity, not a stated emotion. No fear or anger word is attributed to Nancy.""}","Two friends, Nancy (19) my ex-roommate and Julia, girl living across the hall in my dorm and I were in a bathroom chatting. Nancy replied to my statement with a rather sarcastic hum which in real life torments me to some extent. I got so excited that I took her head in my hands and banged it twice a"
norms-f_0067,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""1FKA""]",[],0.0,0.0,0.0,0.8,0.0,0.0,0.0,"{""1FKA SD (Tia weeping bitterly)"": ""Tia is described as 'weeping bitterly' in response to being left behind — the person who was supposed to take her didn't come. This is explicit grief/sadness behavior tied to a stated loss/disappointment, coded as SD."", ""NOT CODED — dreamer inquired what happened"": ""The dreamer asks a question but does not express any explicit emotion. No emotional label is stated."", ""NOT CODED — seeing old home and familiar faces"": ""These are observational descriptions of the dream setting. No emotional reaction is explicitly stated by the dreamer.""}",I dreamed this dream the night before my friend Tia Sticapoulou went to New York. I dreamed I saw her walking down the street with another of my friends on the day that she was to leave. I inquired as to what had happened. She replied that she waited for a number of hours and that the person didn't 
norms-f_0068,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — 'I said fine and grinned'"": ""Grinning is a behavior/action, not an explicitly stated emotion. The dreamer does not say she was happy, pleased, or excited."", ""NOT CODED — 'I was very conscious of him wearing a brown checked jacket'"": ""This is a perceptual/cognitive awareness, not an emotional state."", ""NOT CODED — 'I can't explain how he asked me'"": ""This is a narrative reflection on memory, not a stated emotion like confusion or puzzlement experienced within the dream.""}","All that I can remember is that I was at some type of social function. Someone came up to me and asked me to dance, and some time later this same individual in exactly the same manner asked me again. I can't explain how he asked me, but I do know that it was in the exact same way. The second time I "
norms-f_0069,[],[],1.0,1.0,1.0,"[""D"", ""1MFA"", ""1FFA""]","[""1MFA"", ""D""]",0.714,0.556,1.0,[],[],1.0,1.0,1.0,"[""2MKA""]","[""2JRA""]",0.5,0.5,0.5,[],[],1.0,1.0,1.0,0.843,0.69,0.588,0.833,"{""D HA (happiness and love for my child)"": ""The dreamer explicitly states 'The happiness and love for my child... was predominant in the dream' — direct happiness language."", ""1MFA HA (father overjoyed)"": ""The dreamer's father is described as 'overjoyed' — explicit happiness label for the father (1MFA)."", ""1FFA HA (both were overjoyed)"": ""The dreamer says 'both were overjoyed' referring to both parents. The mother (1FFA) shares in the explicit 'overjoyed' label."", ""2MKA CO (everyone seemed surprised)"": ""The dream states 'Everyone seemed surprised at my having a baby' — 'surprised' is explicit confusion/surprise language. The group of relations is coded as a plural known group. Since the uncle is the only individually named relation and the rest are vague ('relations'), coding the surprised group as 2MKA (multiple known male adults, approximation for the group including uncle and others)."", ""NOT CODED — no pain during birth"": ""A physical sensation (or lack thereof), not an emotional state."", ""NOT CODED — baby's activity and beauty"": ""Descriptions of the baby's appearance and behavior, not a stated emotion of a character."", ""NOT CODED — telling everyone she was married to Bob"": ""A verbal act/assertion, not a stated emotional reaction.""}","In my dream I was in bed aware of the fact that I was about to give birth to a baby. I fell into a deep sleep or when I woke the baby had been born. I had no pain and there was no evidence of afterbirth. At the time my parents were away and on returning both were overjoyed, especially my father (thi"
norms-f_0070,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — remarking about more proctors than students"": ""The dreamer makes an observation/comment about the ratio of proctors to students. This is a verbal remark, not an explicitly stated emotion. No frustration, annoyance, surprise, or other emotional word is used."", ""NOT CODED — the exam setting"": ""Taking an exam could imply nervousness, but no emotional word (e.g., nervous, anxious, worried) is stated. Do not infer emotions from situations."", ""NOT CODED — descriptions of proctors and their outfits"": ""These are visual observations with no emotional language attached.""}","I had to take an exam in the psych lab. When I entered, there were tables over the whole place. The lab was just one room, not the way it actually is. There were chairs along the wall all occupied with people who are proctors. There seemed to be more of them than students taking the exam. One girl, "
norms-f_0071,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (very worried about leaving the car)"": ""The dreamer explicitly states 'I was very worried about leaving the car parked on the steep hill' — worry is a direct apprehension/anxiety label, coded as AP."", ""NOT CODED — little fairy creature playing with controls"": ""The creature's behavior is described but no emotional state is attributed to it. 'Playing' is an activity, not a stated emotion."", ""NOT CODED — peaceful lake"": ""This describes the lake/setting, not a character's emotional state."", ""NOT CODED — parting from father"": ""No emotional language is used to describe the parting.""}","My father was driving me up a very steep hill in our car, and my young brother (15) was with us. When we reached the top, we got out of the car and parted for my father was going one way and I the other. I was very worried about leaving the car parked on the steep hill because some little fairy like"
norms-f_0072,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — 'I didn't want to sign something and later get into trouble'"": ""This expresses a desire to avoid trouble and a decision to leave, but no explicit emotion word (e.g., afraid, nervous, worried) is used. It is a cognitive/strategic calculation, not a stated emotional experience.""}","I was just about to enter my sociology class when I saw a few girls (unknown to me) seated at a table across the hall. I, too, sat down there. Then my instructor came and began talking to the girls. I thought that if I kept silent, he wouldn't notice I didn't belong and my presence would do no harm."
norms-f_0073,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — 'I had the feeling he had acquired one of them only recently'"": ""This is a cognitive impression or intuition about the man's condition, not an explicitly stated emotion."", ""NOT CODED — 'loving wife'"": ""'Loving' describes the wife's character or disposition toward her husband, not an explicitly stated emotional experience within the dream. It is a trait description, not a momentary emotion."", ""NOT CODED — 'horrible condition'"": ""This describes the man's physical state, not a stated emotion experienced by any character."", ""NOT CODED — 'I also had the feeling that both my fiance and I knew him'"": ""Another cognitive impression/intuition, not a stated emotion.""}",The only visible person was a man who had freakish limbs. At the end of each arm and leg there was either a stump or only one or two fingers or toes. I had the feeling he had acquired one of them only recently. I seemed to know that this man had a loving wife who would not leave him because of his h
norms-f_0074,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]","[""D"", ""D"", ""D""]",0.5,1.0,0.333,[],[],1.0,1.0,1.0,0.9,0.5,1.0,0.333,"{""D CO (quite surprised)"": ""The dreamer explicitly states 'I remember being quite surprised' — surprise is coded as Confusion (CO)."", ""NOT CODED — 'I wondered why she was with me since I didn't like her'"": ""This is a cognitive act (wondering) and a stated dislike/opinion, not an explicitly labeled emotion. 'Didn't like her' is a general attitude, not an emotion experienced in the moment reaching the threshold of anger/annoyance."", ""NOT CODED — 'I wondered whether she might not want to hinder me'"": ""This is a cognitive suspicion or thought, not an explicitly stated emotional label such as fear or worry.""}","I was shopping for lipstick and was with a girl with whom I had been close friends in high school, but now am unfriendly with. I wondered why she was with me since I didn't like her. She was helping me choose a lipstick and I wondered whether she might not want to hinder me. The girl showed me a cou"
norms-f_0075,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — brother upsetting the room"": ""The brother's actions are described as spiteful behavior, but no explicit emotion word (e.g., angry, amused) is attributed to him. 'To spite me' describes his motive/intent, not a stated emotional experience."", ""NOT CODED — dreamer pleading and begging"": ""Pleading and begging are verbal/behavioral actions, not stated emotions. The dreamer does not use an explicit emotional label such as 'frustrated,' 'angry,' 'upset,' or 'desperate.'"", ""NOT CODED — person said he couldn't help"": ""No emotional reaction is explicitly stated by the dreamer or the other person in response to this refusal.""}",All I remember of this dream is that my brother (16) re-entered a room I was in. He began upsetting everything in the room and doing everything he could to dirty it up--emptying the earth from flower pots was one specific way I remember. He was doing all this to spite me because I pleaded with him n
norms-f_0076,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]",[],0.0,0.0,0.0,[],[],1.0,1.0,1.0,0.8,0.0,0.0,0.0,"{""D CO (couldn't understand why the two girls were dressed up)"": ""The dreamer explicitly states 'I couldn't understand why the two girls were dressed up for such an occasion' — this is direct puzzlement/confusion language, coded as CO."", ""NOT CODED — liked the coats very much"": ""'I liked very much' expresses a preference or aesthetic appreciation, not an explicit happiness/joy emotion label. It is closer to a cognitive evaluation than a stated emotional state such as 'I was happy' or 'I was delighted.'"", ""NOT CODED — being quite successful fishing"": ""This describes the outcome of an activity, not an explicitly stated emotion. No happiness or satisfaction word is used.""}","I dreamed of 2 girls (I know them personally and always think of them together) both dressed exactly alike. They were beautiful silver-white fur coats which I liked very much. Both were very dressed up, and I remember especially that they wore light blue dresses. We were at a lakeshore. Some older p"
norms-f_0077,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — father commending"": ""The father praises the dreamer and her sister, but no explicit emotional word (e.g., happy, pleased, proud) is used to describe his or anyone's internal state."", ""NOT CODED — father complaining about not being able to hunt"": ""Complaining is a verbal activity, not an explicitly stated emotion. No anger, frustration, or sadness word is used."", ""NOT CODED — 'I don't think the reason is very clear'"": ""This is a narrative comment about the dream's coherence, not an explicit statement of the dreamer feeling confused or puzzled.""}","I dreamed that my father was commending my sister and me for picking two bushels of apples. One of the bushels of apples was, I distinctly remember, yellow. My father went on to complain about not being able to hunt. I don't think the reason is very clear. He said something about the oven not being "
norms-f_0078,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — dreamer on railroad tracks"": ""The dreamer explicitly states 'I don't remember feeling any particular emotion.' No emotional language is used."", ""NOT CODED — father present"": ""No emotional state is attributed to the father in either dream segment."", ""NOT CODED — father removing object from tracks before approaching train"": ""This is an action/situation description. No fear, anxiety, or other emotional word is explicitly stated for the father or the dreamer.""}","I dreamed of being on railroad tracks. I don't remember feeling any particular emotion. There were several tracks, and moving locomotives, and I remember that my father was present. Another dream I had similar to this one involved my father trying to remove something from the tracks before an approa"
norms-f_0079,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D CO (very puzzled about the $80)"": ""The dreamer explicitly states 'I was very puzzled about it' — direct confusion/puzzlement language, coded as CO."", ""NOT CODED — mother and father grinning"": ""Grinning is a physical behavior/action, not an explicitly stated emotional label. No emotion word like 'happy' or 'pleased' is used for the parents."", ""NOT CODED — dreamer demanding from mother"": ""Demanding is a verbal activity, not an explicitly stated emotion. No anger or frustration word is used."", ""NOT CODED — 'It took me a while to accept the fact'"": ""This is a cognitive process (acceptance/realization), not an explicitly labeled emotion.""}",I dreamed that I was home for a vacation. I was demanding from my mother that she tell me what a certain $80 was for. I was very puzzled about it and wanted to know its source. I remember then seeing my mother and father grinning at each other and right away I realized that it was they who had given
